id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,country_name,iso_country,region_name,iso_region,local_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords,score,last_updated
"#meta +id","#meta +code","#loc +airport +type","#loc +airport +name","#geo +lat","#geo +lon","#geo +elevation +ft","#region +continent +code","#country +name","#country +code +iso2","#adm1 +name","#adm1 +code +iso","#adm1 +code +local","#loc +municipality +name","#status +scheduled","#loc +airport +code +gps","#loc +airport +code +iata","#loc +airport +code +local","#meta +url +airport","#meta +url +wikipedia","#meta +keywords","#meta +score","#date +updated"
2434,EGLL,large_airport,"London Heathrow Airport",51.4706,-0.461941,83,EU,"United Kingdom",GB,England,GB-ENG,ENG,London,1,EGLL,LHR,,http://www.heathrowairport.com/,https://en.wikipedia.org/wiki/Heathrow_Airport,"LON, Londres",1251675,2022-10-18T18:48:50+00:00
2429,EGKK,large_airport,"London Gatwick Airport",51.148102,-0.190278,202,EU,"United Kingdom",GB,England,GB-ENG,ENG,London,1,EGKK,LGW,,http://www.gatwickairport.com/,https://en.wikipedia.org/wiki/Gatwick_Airport,"LON, Crawley, Charlwood",1049275,2018-09-15T03:32:04+00:00
2476,EGSS,large_airport,"London Stansted Airport",51.8849983215,0.234999999404,348,EU,"United Kingdom",GB,England,GB-ENG,ENG,London,1,EGSS,STN,,http://www.stanstedairport.com/,https://en.wikipedia.org/wiki/London_Stansted_Airport,LON,1012275,2012-11-12T18:56:40+00:00
2398,EGCC,large_airport,"Manchester Airport",53.349375,-2.279521,257,EU,"United Kingdom",GB,England,GB-ENG,ENG,Manchester,1,EGCC,MAN,,http://www.manchesterairport.co.uk/,https://en.wikipedia.org/wiki/Manchester_Airport,"Ringway Airport, RAF Ringway",1020475,2021-03-12T13:29:14+00:00
2462,EGPH,large_airport,"Edinburgh Airport",55.950145,-3.372288,135,EU,"United Kingdom",GB,Scotland,GB-SCT,SCT,Edinburgh,1,EGPH,EDI,,http://www.edinburghairport.com/,https://en.wikipedia.org/wiki/Edinburgh_Airport,,51275,2021-11-02T17:35:40+00:00
2419,EGGW,large_airport,"London Luton Airport",51.874698638916016,-0.36833301186561584,526,EU,"United Kingdom",GB,England,GB-ENG,ENG,London,1,EGGW,LTN,,http://www.london-luton.co.uk/en/,https://en.wikipedia.org/wiki/London_Luton_Airport,LON,51275,2009-02-24T10:04:22+00:00
2461,EGPF,large_airport,"Glasgow International Airport",55.871899,-4.43306,26,EU,"United Kingdom",GB,Scotland,GB-SCT,SCT,"Paisley, Renfrewshire",1,EGPF,GLA,,http://www.glasgowairport.com/,https://en.wikipedia.org/wiki/Glasgow_International_Airport,"Port-adhair Eadar-nàiseanta Ghlaschu, RAF Abbotsinch, RAF Ayr",51275,2021-11-02T17:36:30+00:00
2430,EGLC,medium_airport,"London City Airport",51.505299,0.055278,19,EU,"United Kingdom",GB,England,GB-ENG,ENG,London,1,EGLC,LCY,,http://www.londoncityairport.com/,https://en.wikipedia.org/wiki/London_City_Airport,LON,750,2022-09-08T19:54:17+00:00
2389,EGBB,large_airport,"Birmingham International Airport",52.453899383499994,-1.74802994728,327,EU,"United Kingdom",GB,England,GB-ENG,ENG,Birmingham,1,EGBB,BHX,,http://www.bhx.co.uk/,https://en.wikipedia.org/wiki/Birmingham_International_Airport_(United_Kingdom),,50850,2013-04-07T05:13:22+00:00
2418,EGGP,medium_airport,"Liverpool John Lennon Airport",53.333599,-2.84972,80,EU,"United Kingdom",GB,England,GB-ENG,ENG,Liverpool,1,EGGP,LPL,,http://www.liverpoolairport.com/,https://en.wikipedia.org/wiki/Liverpool_John_Lennon_Airport,,750,2022-11-17T17:48:31+00:00
2417,EGGD,medium_airport,"Bristol Airport",51.382702,-2.71909,622,EU,"United Kingdom",GB,England,GB-ENG,ENG,Bristol,1,EGGD,BRS,,http://www.bristolairport.co.uk/,https://en.wikipedia.org/wiki/Bristol_International_Airport,"Lulsgate Bottom",750,2021-11-20T15:27:49+00:00
2448,EGNT,medium_airport,"Newcastle Airport",55.037498,-1.69167,266,EU,"United Kingdom",GB,England,GB-ENG,ENG,Newcastle,1,EGNT,NCL,,http://www.newcastleairport.com/,https://en.wikipedia.org/wiki/Newcastle_Airport,,750,2021-11-20T16:35:04+00:00
2450,EGNX,medium_airport,"East Midlands Airport",52.8311,-1.32806,306,EU,"United Kingdom",GB,England,GB-ENG,ENG,Nottingham,1,EGNX,EMA,,http://www.eastmidlandsairport.com/,https://en.wikipedia.org/wiki/East_Midlands_Airport,"RAF Castle Donington",750,2021-11-20T15:31:04+00:00
2385,EGAA,large_airport,"Belfast International Airport",54.6575012207,-6.2158298492399995,268,EU,"United Kingdom",GB,"Northern Ireland",GB-NIR,NIR,Belfast,1,EGAA,BFS,,http://www.belfastairport.com/,https://en.wikipedia.org/wiki/Belfast_International_Airport,"Aldergrove, RAF Aldergrove",1275,2012-11-16T11:54:24+00:00
2464,EGPK,medium_airport,"Glasgow Prestwick Airport",55.502003,-4.587019,65,EU,"United Kingdom",GB,Scotland,GB-SCT,SCT,"Prestwick, South Ayrshire",1,EGPK,PIK,,http://www.glasgowprestwick.com/,https://en.wikipedia.org/wiki/Glasgow_Prestwick_International_Airport,,750,2021-11-02T17:37:16+00:00
2444,EGNM,medium_airport,"Leeds Bradford Airport",53.865898,-1.66057,681,EU,"United Kingdom",GB,England,GB-ENG,ENG,Leeds,1,EGNM,LBA,,http://www.lbia.co.uk/,https://en.wikipedia.org/wiki/Leeds_Bradford_International_Airport,,750,2021-11-20T15:30:48+00:00
2459,EGPD,medium_airport,"Aberdeen Dyce Airport",57.2019,-2.19778,215,EU,"United Kingdom",GB,Scotland,GB-SCT,SCT,Aberdeen,1,EGPD,ABZ,,http://www.aberdeenairport.com/,https://en.wikipedia.org/wiki/Aberdeen_Airport,,750,2021-10-06T17:37:51+00:00
2422,EGHI,medium_airport,"Southampton Airport",50.950298,-1.3568,44,EU,"United Kingdom",GB,England,GB-ENG,ENG,Southampton,1,EGHI,SOU,,http://www.southamptonairport.com/,https://en.wikipedia.org/wiki/Southampton_Airport,"RAF Eastleigh, RAF Southampton",750,2021-11-20T16:33:34+00:00
2387,EGAC,medium_airport,"George Best Belfast City Airport",54.618099,-5.8725,15,EU,"United Kingdom",GB,"Northern Ireland",GB-NIR,NIR,Belfast,1,EGAC,BHD,,http://www.belfastcityairport.com/,https://en.wikipedia.org/wiki/George_Best_Belfast_City_Airport,,750,2021-07-31T17:46:54+00:00
2460,EGPE,medium_airport,"Inverness Airport",57.54249954223633,-4.047500133514404,31,EU,"United Kingdom",GB,Scotland,GB-SCT,SCT,Inverness,1,EGPE,INV,,http://www.hial.co.uk/inverness-airport.html,https://en.wikipedia.org/wiki/Inverness_Airport,,750,2009-02-24T17:24:17+00:00
2415,EGFF,medium_airport,"Cardiff International Airport",51.396702,-3.34333,220,EU,"United Kingdom",GB,Wales,GB-WLS,WLS,Cardiff,1,EGFF,CWL,,http://www.cwlfly.com/,https://en.wikipedia.org/wiki/Cardiff_International_Airport,Rhoose,750,2021-11-20T15:44:13+00:00
2481,EGTE,medium_airport,"Exeter International Airport",50.734402,-3.41389,102,EU,"United Kingdom",GB,England,GB-ENG,ENG,Exeter,1,EGTE,EXT,,http://www.exeter-airport.co.uk/,https://en.wikipedia.org/wiki/Exeter_International_Airport,,750,2021-11-20T15:44:58+00:00
2435,EGMC,medium_airport,"Southend Airport",51.5714,0.695556,49,EU,"United Kingdom",GB,England,GB-ENG,ENG,London,1,EGMC,SEN,,http://www.southendairport.com/,https://en.wikipedia.org/wiki/London_Southend_Airport,"RAF Rochford",750,2021-04-10T16:57:43+00:00
2421,EGHH,medium_airport,"Bournemouth Airport",50.779999,-1.8425,38,EU,"United Kingdom",GB,England,GB-ENG,ENG,Bournemouth,1,EGHH,BOH,,http://www.bournemouthairport.com/,https://en.wikipedia.org/wiki/Bournemouth_Airport,"RAF Hurn",750,2021-08-01T05:14:07+00:00
2428,EGKB,medium_airport,"London Biggin Hill Airport",51.33079910279999,0.0324999988079,598,EU,"United Kingdom",GB,England,GB-ENG,ENG,London,0,EGKB,BQH,,http://www.bigginhillairport.com/,https://en.wikipedia.org/wiki/London_Biggin_Hill_Airport,"LON, RAF Biggin Hill",675,2012-01-08T05:23:49+00:00
2404,EGHQ,medium_airport,"Cornwall Airport Newquay",50.440601,-4.99541,390,EU,"United Kingdom",GB,England,GB-ENG,ENG,Newquay,1,EGHQ,NQY,,https://www.cornwallairportnewquay.com/,https://en.wikipedia.org/wiki/Newquay_Airport,"St Mawgan, EGDG",750,2022-11-17T17:50:37+00:00
2431,EGLF,medium_airport,"Farnborough Airport",51.2757987976,-0.776332974434,238,EU,"United Kingdom",GB,England,GB-ENG,ENG,Farnborough,0,EGLF,FAB,,http://www.tagaviation.com,https://en.wikipedia.org/wiki/Farnborough_Airfield,"TAG London Farnborough Airport, RAE Farnborough, EGUF",575,2012-11-17T06:24:36+00:00
2475,EGSH,medium_airport,"Norwich Airport",52.6758,1.28278,117,EU,"United Kingdom",GB,England,GB-ENG,ENG,Norwich,1,EGSH,NWI,,https://www.norwichairport.co.uk/,https://en.wikipedia.org/wiki/Norwich_Airport,"RAF Horsham St Faith",750,2022-11-24T06:05:27+00:00
2483,EGTK,medium_airport,"Oxford (Kidlington) Airport",51.8368988037,-1.32000005245,270,EU,"United Kingdom",GB,England,GB-ENG,ENG,Kidlington,0,EGTK,OXF,,http://www.oxfordairport.co.uk/,https://en.wikipedia.org/wiki/Oxford_Airport,"RAF Kidlington",250,2012-11-12T10:26:59+00:00
2436,EGMD,medium_airport,"Lydd Airport",50.9561,0.939167,13,EU,"United Kingdom",GB,England,GB-ENG,ENG,"Lydd, Ashford",0,EGMD,LYX,,http://www.lydd-airport.co.uk/,https://en.wikipedia.org/wiki/Lydd_Airport,"London Ashford",750,2022-11-09T09:06:56+00:00
2477,EGSU,small_airport,"Duxford Aerodrome",52.090801,0.131944,125,EU,"United Kingdom",GB,England,GB-ENG,ENG,Duxford,0,EGSU,,,http://www.iwm.org.uk/pilots,https://en.wikipedia.org/wiki/Duxford_Aerodrome,"RAF Duxford,Duxford,IWM Duxford",150,2021-04-22T16:27:14+00:00
2401,EGCN,closed,"Robin Hood Doncaster Sheffield Airport",53.480538,-1.010656,55,EU,"United Kingdom",GB,England,GB-ENG,ENG,Doncaster,1,,,,http://www.robinhoodairport.com/,https://en.wikipedia.org/wiki/Robin_Hood_Airport_Doncaster_Sheffield,"RAF Finningley, EGCN, DSA",750,2023-02-07T04:44:33+00:00
2449,EGNV,medium_airport,"Teesside International Airport",54.509201,-1.42941,120,EU,"United Kingdom",GB,England,GB-ENG,ENG,"Darlington, Durham",1,EGNV,MME,,https://www.teessideinternational.com/,https://en.wikipedia.org/wiki/Teesside_International_Airport,"Durham Tees Valley Airport, RAF Middleton St George, Tees-Side",750,2021-11-02T17:55:28+00:00
2442,EGNJ,medium_airport,"Humberside Airport",53.57440185546875,-0.350832998752594,121,EU,"United Kingdom",GB,England,GB-ENG,ENG,Grimsby,1,EGNJ,HUY,,http://www.humbersideairport.com/,https://en.wikipedia.org/wiki/Humberside_Airport,"RAF Kirmington",750,2008-06-13T14:30:04+00:00
2493,EGVN,medium_airport,"RAF Brize Norton",51.75,-1.58362,288,EU,"United Kingdom",GB,England,GB-ENG,ENG,"Brize Norton",0,EGVN,BZZ,,http://www.raf.mod.uk/rafbrizenorton/passengers/,https://en.wikipedia.org/wiki/RAF_Brize_Norton,"Royal Air Force",750,2021-07-31T17:48:31+00:00
2488,EGUN,medium_airport,"RAF Mildenhall",52.3619,0.486406,33,EU,"United Kingdom",GB,England,GB-ENG,ENG,Mildenhall,0,EGUN,MHZ,,http://www.mildenhall.af.mil/,https://en.wikipedia.org/wiki/RAF_Mildenhall,,750,2021-08-01T05:22:43+00:00
2457,EGPB,medium_airport,"Sumburgh Airport",59.87889862060547,-1.2955600023269653,20,EU,"United Kingdom",GB,Scotland,GB-SCT,SCT,Lerwick,1,EGPB,LSI,,http://www.hial.co.uk/sumburgh-airport.html,https://en.wikipedia.org/wiki/Sumburgh_Airport,Shetlands,750,2008-06-13T14:30:04+00:00
2427,EGKA,medium_airport,"Shoreham Airport",50.835602,-0.297222,7,EU,"United Kingdom",GB,England,GB-ENG,ENG,Brighton,0,EGKA,ESH,,http://flybrighton.com,https://en.wikipedia.org/wiki/Shoreham_Airport,,250,2018-03-06T17:12:38+00:00
2395,EGBP,small_airport,"Cotswold Airport",51.668095,-2.05694,433,EU,"United Kingdom",GB,England,GB-ENG,ENG,Kemble,0,EGBP,GBA,,http://www.cotswoldairport.com/,https://en.wikipedia.org/wiki/Cotswold_Airport,"RAF Kemble, Kemble Airfield, Kemble Airport, Cotswold Airport",50,2020-05-30T19:28:54+00:00
29145,EGHN,small_airport,"Isle of Wight / Sandown Airport",50.653099,-1.18221998,55,EU,"United Kingdom",GB,England,GB-ENG,ENG,Sandown,0,EGHN,,,http://www.eghn.org.uk,https://en.wikipedia.org/wiki/Isle_of_Wight/Sandown_Airport,,50,2015-11-09T20:49:05+00:00
2390,EGBE,medium_airport,"Coventry Airport",52.3697013855,-1.4797199964499999,267,EU,"United Kingdom",GB,England,GB-ENG,ENG,Coventry,0,EGBE,CVT,,http://www.coventryairport.co.uk/,https://en.wikipedia.org/wiki/Coventry_Airport,"RAF Baginton",750,2012-11-16T13:33:09+00:00
2392,EGBJ,medium_airport,"Gloucestershire Airport",51.89419937133789,-2.167220115661621,101,EU,"United Kingdom",GB,England,GB-ENG,ENG,Staverton,0,EGBJ,GLO,,,https://en.wikipedia.org/wiki/Gloucestershire_Airport,,250,2008-06-13T14:30:04+00:00
2456,EGPA,medium_airport,"Kirkwall Airport",58.957801818847656,-2.9049999713897705,50,EU,"United Kingdom",GB,Scotland,GB-SCT,SCT,"Orkney Islands",1,EGPA,KOI,,,https://en.wikipedia.org/wiki/Kirkwall_Airport,,750,2009-04-29T19:48:40+00:00
2473,EGSC,medium_airport,"Cambridge Airport",52.205002,0.175,47,EU,"United Kingdom",GB,England,GB-ENG,ENG,Cambridge,0,EGSC,CBG,,http://www.cambridgeairport.com/,https://en.wikipedia.org/wiki/Cambridge_Airport,"Cambridge City,Cambridge",375,2017-05-24T14:14:34+00:00
2468,EGPO,medium_airport,"Stornoway Airport",58.215599,-6.33111,26,EU,"United Kingdom",GB,Scotland,GB-SCT,SCT,"Stornoway, Western Isles",1,EGPO,SYY,,http://www.hial.co.uk/stornoway-airport.html,https://en.wikipedia.org/wiki/Stornoway_Airport,Lewis,750,2021-11-02T17:35:01+00:00
2458,EGPC,medium_airport,"Wick Airport",58.458900451660156,-3.09306001663208,126,EU,"United Kingdom",GB,Scotland,GB-SCT,SCT,Wick,1,EGPC,WIC,,http://www.hial.co.uk/wick-airport.html,https://en.wikipedia.org/wiki/Wick_Airport,,750,2008-06-13T14:30:04+00:00
2437,EGMH,closed,"Kent International Airport (Manston)",51.342201,1.34611,178,EU,"United Kingdom",GB,England,GB-ENG,ENG,Manston,0,,,,http://www.kentinternationalairport-manston.com/,https://en.wikipedia.org/wiki/Kent_International_Airport,"RAF Manston, Ramsgate, EGUM, Manston Airport, EGMH, MSE",475,2021-04-30T22:43:40+00:00
29159,EGLM,small_airport,"White Waltham Airfield",51.500801086399996,-0.774443984032,131,EU,"United Kingdom",GB,England,GB-ENG,ENG,Maidenhead,0,EGLM,,,http://www.wlac.co.uk/,https://en.wikipedia.org/wiki/White_Waltham_Airfield,"West London Aero Club",50,2010-04-13T07:46:04+00:00
29196,EGTB,small_airport,"Wycombe Air Park",51.6116981506,-0.8083329796790001,515,EU,"United Kingdom",GB,England,GB-ENG,ENG,"High Wycombe",0,EGTB,HYC,,,https://en.wikipedia.org/wiki/Wycombe_Air_Park,"RAF Booker",50,2012-11-15T17:50:25+00:00
2478,EGSX,small_airport,"North Weald Airport",51.721698761,0.154166996479,321,EU,"United Kingdom",GB,England,GB-ENG,ENG,"North Weald Bassett",0,EGSX,,,http://www.northwealdairfield.org/,https://en.wikipedia.org/wiki/North_Weald_Airfield,"RAF North Weald, Epping Forest",50,2012-11-12T14:29:22+00:00
29137,EGHA,small_airport,"Compton Abbas Aerodrome",50.967201232910156,-2.1536099910736084,811,EU,"United Kingdom",GB,England,GB-ENG,ENG,Shaftesbury,0,EGHA,,,http://www.abbasair.co.uk/,https://en.wikipedia.org/wiki/Compton_Abbas_Airfield,,50,2008-06-13T14:30:04+00:00
2496,EGWU,medium_airport,"RAF Northolt",51.553001403799996,-0.418166995049,124,EU,"United Kingdom",GB,England,GB-ENG,ENG,London,0,EGWU,NHT,,http://www.raf.mod.uk/rafnortholt/,https://en.wikipedia.org/wiki/RAF_Northolt,,475,2012-11-10T18:24:35+00:00
2433,EGLK,medium_airport,"Blackbushe Airport",51.32389831542969,-0.8475000262260437,325,EU,"United Kingdom",GB,England,GB-ENG,ENG,Yateley,0,EGLK,BBS,,http://www.blackbusheairport.co.uk/,https://en.wikipedia.org/wiki/Blackbushe_Airport,"RAF Hartford Bridge",250,2008-06-13T14:30:04+00:00
2482,EGTG,closed,"Bristol Filton Airport",51.5194015503,-2.59083008766,226,EU,"United Kingdom",GB,England,GB-ENG,ENG,Bristol,0,,,,http://www.bristolfilton.co.uk/,https://en.wikipedia.org/wiki/Bristol_Filton_Airport,"RAF Filton, EGTG, FZO",750,2015-05-21T04:47:23+00:00
2480,EGTC,medium_airport,"Cranfield Airport",52.072201,-0.616667,360,EU,"United Kingdom",GB,England,GB-ENG,ENG,Cranfield,0,EGTC,,,http://www.cranfieldairport.co.uk/,https://en.wikipedia.org/wiki/Cranfield_Airport,"cranfield, milton keynes, bedford",300,2019-06-20T05:56:16+00:00
29147,EGHP,small_airport,"Popham Airfield",51.193901,-1.23472,550,EU,"United Kingdom",GB,England,GB-ENG,ENG,Basingstoke,0,EGHP,,,http://www.popham-airfield.co.uk/,https://en.wikipedia.org/wiki/Popham_Airfield,,50,2018-05-13T02:59:50+00:00
29143,EGHJ,small_airport,"Bembridge Airport",50.6781005859,-1.10943996906,53,EU,"United Kingdom",GB,England,GB-ENG,ENG,Bembridge,0,EGHJ,BBP,,http://www.eghj.com/,https://en.wikipedia.org/wiki/Bembridge_Airport,"Britten Norman",50,2012-09-28T22:49:30+00:00
2485,EGTU,small_airport,"Dunkeswell Airport",50.86,-3.2347222,839,EU,"United Kingdom",GB,England,GB-ENG,ENG,Dunkeswell,0,EGTU,,,,https://en.wikipedia.org/wiki/Dunkeswell_Aerodrome,,50,2016-09-28T09:44:54+00:00
29109,EGBK,small_airport,"Sywell Aerodrome",52.305301666300004,-0.7930560112,429,EU,"United Kingdom",GB,England,GB-ENG,ENG,Northampton,0,EGBK,ORM,,http://www.sywellaerodrome.co.uk/,https://en.wikipedia.org/wiki/Sywell_Aerodrome,,50,2012-10-17T04:30:48+00:00
2466,EGPM,closed,"Scatsta Airport",60.4328,-1.29611,81,EU,"United Kingdom",GB,Scotland,GB-SCT,SCT,"Shetland Islands",0,,,,,https://en.wikipedia.org/wiki/Scatsta_Airport,"EGPM, SCS",250,2022-12-05T04:58:49+00:00
29148,EGHR,small_airport,"Goodwood Aerodrome",50.859402,-0.759167,98,EU,"United Kingdom",GB,England,GB-ENG,ENG,Chichester,0,EGHR,QUG,,http://www.goodwood.co.uk/aviation/,https://en.wikipedia.org/wiki/Chichester/Goodwood_Airport,"RAF Westhampnett",50,2020-03-12T11:23:32+00:00
2391,EGBG,small_airport,"Leicester Airport",52.6077995300293,-1.03193998336792,469,EU,"United Kingdom",GB,England,GB-ENG,ENG,Leicester,0,EGBG,,,,https://en.wikipedia.org/wiki/Leicester_Airport,,50,2008-06-13T14:30:04+00:00
29182,EGSG,small_airport,"Stapleford Aerodrome",51.652500152600005,0.155833005905,183,EU,"United Kingdom",GB,England,GB-ENG,ENG,"Stapleford Tawney",0,EGSG,,,http://www.flysfc.com/,https://en.wikipedia.org/wiki/Stapleford_Aerodrome,"Epping Forest, RAF Stapleford Tawney",50,2012-11-13T09:13:39+00:00
2397,EGBW,small_airport,"Wellesbourne Airfield",52.1922,-1.61444,159,EU,"United Kingdom",GB,England,GB-ENG,ENG,Stratford-on-Avon,0,EGBW,,,http://www.wellesbourneairfield.com/,https://en.wikipedia.org/wiki/Wellesbourne_Mountford_Airfield,,50,2020-11-03T06:26:12+00:00
2394,EGBO,small_airport,"Wolverhampton Halfpenny Green Airport",52.51750183105469,-2.2594399452209473,283,EU,"United Kingdom",GB,England,GB-ENG,ENG,Wolverhampton,0,EGBO,,,,https://en.wikipedia.org/wiki/Wolverhampton_Airport,"Wolverhampton Business Airport, Bobbington Airport",50,2008-06-13T14:30:04+00:00
2441,EGNH,medium_airport,"Blackpool International Airport",53.77170181274414,-3.0286099910736084,34,EU,"United Kingdom",GB,England,GB-ENG,ENG,Blackpool,1,EGNH,BLK,,http://www.blackpoolinternational.com/,https://en.wikipedia.org/wiki/Blackpool_International_Airport,,750,2009-02-24T09:40:27+00:00
2388,EGAE,medium_airport,"City of Derry Airport",55.04280090332031,-7.161109924316406,22,EU,"United Kingdom",GB,"Northern Ireland",GB-NIR,NIR,Derry,1,EGAE,LDY,,http://www.cityofderryairport.com/,https://en.wikipedia.org/wiki/City_of_Derry_Airport,"Londonderry Eglinton Airport",750,2009-01-13T13:16:36+00:00
2467,EGPN,medium_airport,"Dundee Airport",56.45249938964844,-3.025830030441284,17,EU,"United Kingdom",GB,Scotland,GB-SCT,SCT,Dundee,1,EGPN,DND,,http://www.hial.co.uk/dundee-airport.html,https://en.wikipedia.org/wiki/Dundee_Airport,,750,2009-02-24T17:16:49+00:00
2446,EGNR,medium_airport,"Hawarden Airport",53.178101,-2.97778,45,EU,"United Kingdom",GB,Wales,GB-WLS,WLS,Hawarden,0,EGNR,CEG,,,https://en.wikipedia.org/wiki/Hawarden_Airport,Chester,750,2021-05-29T06:54:50+00:00
2487,EGUL,medium_airport,"RAF Lakenheath",52.409302,0.561,32,EU,"United Kingdom",GB,England,GB-ENG,ENG,Lakenheath,0,EGUL,LKZ,,http://www.lakenheath.af.mil/,https://en.wikipedia.org/wiki/RAF_Lakenheath,,750,2021-08-01T05:25:01+00:00
2405,EGDL,closed,"RAF Lyneham",51.5051,-1.99343,513,EU,"United Kingdom",GB,England,GB-ENG,ENG,Lyneham,0,,,,http://www.raf.mod.uk/raflyneham/,https://en.wikipedia.org/wiki/RAF_Lyneham,"EGDL, EGDL, LYE",475,2016-10-25T02:32:36+00:00
29198,EGTF,small_airport,"Fairoaks Airport",51.348099,-0.558889,80,EU,"United Kingdom",GB,England,GB-ENG,ENG,Woking,0,EGTF,,,https://fairoaksairport.uk,https://en.wikipedia.org/wiki/Fairoaks_Airport,,50,2022-09-08T19:57:00+00:00
2423,EGHL,medium_airport,"Lasham Airfield",51.187199,-1.0335,618,EU,"United Kingdom",GB,England,GB-ENG,ENG,Lasham,0,EGHL,,,http://www.lasham.org.uk/,https://en.wikipedia.org/wiki/Lasham_Airfield,"Basingstoke, RAF Lasham",250,2020-03-08T08:50:34+00:00
29139,EGHC,small_airport,"Land's End Airport",50.102798,-5.67056,398,EU,"United Kingdom",GB,England,GB-ENG,ENG,"Land's End",1,EGHC,LEQ,,http://www.landsendairport.co.uk/,https://en.wikipedia.org/wiki/Land%27s_End_Airport,"St. Just Airport",150,2021-08-01T05:18:16+00:00
29146,EGHO,small_airport,"Thruxton Aerodrome",51.210601806640625,-1.600000023841858,319,EU,"United Kingdom",GB,England,GB-ENG,ENG,Andover,0,EGHO,,,http://www.westernairthruxton.co.uk/,https://en.wikipedia.org/wiki/Thruxton_Aerodrome,,50,2008-06-13T14:30:04+00:00
29157,EGLD,small_airport,"Denham Aerodrome",51.5882987976,-0.513055980206,24,EU,"United Kingdom",GB,England,GB-ENG,ENG,"Gerrards Cross",0,EGLD,,,http://www.egld.com/,https://en.wikipedia.org/wiki/Denham_Aerodrome,,50,2012-10-06T17:36:29+00:00
2465,EGPL,medium_airport,"Benbecula Airport",57.48109817504883,-7.3627800941467285,19,EU,"United Kingdom",GB,Scotland,GB-SCT,SCT,Balivanich,1,EGPL,BEB,,http://www.hial.co.uk/benbecula-airport.html,https://en.wikipedia.org/wiki/Benbecula_Airport,,750,2009-02-24T17:14:14+00:00
2492,EGVA,medium_airport,"RAF Fairford",51.682201,-1.79003,286,EU,"United Kingdom",GB,England,GB-ENG,ENG,Fairford,0,EGVA,FFD,,,https://en.wikipedia.org/wiki/RAF_Fairford,,750,2021-08-01T05:39:22+00:00
29173,EGPR,medium_airport,"Barra Airport",57.0228,-7.44306,5,EU,"United Kingdom",GB,Scotland,GB-SCT,SCT,Eoligarry,1,EGPR,BRR,,http://www.hial.co.uk/barra-airport.html,https://en.wikipedia.org/wiki/Barra_Airport_(Scotland),"Barra Eoligarry Airport, Barra Island",500,2017-12-14T13:55:53+00:00
2506,EGXW,medium_airport,"RAF Waddington",53.1661987305,-0.523810982704,231,EU,"United Kingdom",GB,England,GB-ENG,ENG,Waddington,0,EGXW,WTN,,http://www.raf.mod.uk/rafwaddington,https://en.wikipedia.org/wiki/RAF_Waddington,,475,2012-11-10T16:17:33+00:00
2439,EGNC,medium_airport,"Carlisle Airport",54.9375,-2.8091700077056885,190,EU,"United Kingdom",GB,England,GB-ENG,ENG,Carlisle,0,EGNC,CAX,,,https://en.wikipedia.org/wiki/Carlisle_Airport,,250,2009-04-29T19:48:38+00:00
29140,EGHE,small_airport,"St. Mary's Airport",49.9133,-6.29167,116,EU,"United Kingdom",GB,England,GB-ENG,ENG,"St. Mary's",1,EGHE,ISC,,http://www.scilly.gov.uk/transport/airandsea/airport/,https://en.wikipedia.org/wiki/St._Mary%27s_Airport_%28Isles_of_Scilly%29,,150,2021-08-01T05:19:23+00:00
2400,EGCK,small_airport,"Caernarfon Airport",53.101819,-4.337614,1,EU,"United Kingdom",GB,Wales,GB-WLS,WLS,Caernarfon,0,EGCK,,,http://www.caernarfonairport.com,https://en.wikipedia.org/wiki/Caernarfon_Airport,,50,2017-11-21T06:28:08+00:00
29154,EGKH,small_airport,"Headcorn Aerodrome",51.156898,0.641667,72,EU,"United Kingdom",GB,England,GB-ENG,ENG,Maidstone,0,EGKH,,,http://www.headcornaerodrome.co.uk,https://en.wikipedia.org/wiki/Lashenden_%28Headcorn%29_Airfield,"RAF Lashenden, Lashenden (Headcorn) Airfield",50,2021-05-09T21:17:02+00:00
2412,EGEO,small_airport,"Oban Airport",56.4635009765625,-5.399670124053955,20,EU,"United Kingdom",GB,Scotland,GB-SCT,SCT,"North Connel",0,EGEO,OBN,,,https://en.wikipedia.org/wiki/Oban_Airport,,50,2008-06-13T14:30:04+00:00
29160,EGLS,small_airport,"Old Sarum Airfield",51.0989,-1.78417,285,EU,"United Kingdom",GB,England,GB-ENG,ENG,Salisbury,0,EGLS,,,http://www.goflyuk.com/,https://en.wikipedia.org/wiki/Old_Sarum_Airfield,"RAF Old Sarum",50,2022-10-17T03:49:59+00:00
29112,EGBS,small_airport,"Shobdon Aerodrome",52.2416992188,-2.8811099529299997,318,EU,"United Kingdom",GB,England,GB-ENG,ENG,Shobdon,0,EGBS,,,http://www.aeroclub.co.uk/,https://en.wikipedia.org/wiki/Shobdon_Aerodrome,"Herefordshire Aero Club",50,2012-10-28T14:34:33+00:00
29201,EGTR,small_airport,"Elstree Airfield",51.6557998657,-0.325832992792,332,EU,"United Kingdom",GB,England,GB-ENG,ENG,Watford,0,EGTR,,,,,,50,2012-02-05T16:19:03+00:00
